years_in_business,applicant_age,monthly_salary,existing_loans,loan_amount_requested,collateral_value,approved_status,approved_amount
13,44,5071,1,59561.95252792166,100405.79999999999,1,45028.836111108765
13,49,9559,0,113385.37687354273,189268.19999999998,1,89687.83310697228
10,50,5923,0,38516.70293047853,106614.0,1,29657.861256468474
16,64,2047,4,18318.066895163403,44215.200000000004,1,12309.740953549806
7,64,5141,0,45214.27367010766,83284.20000000001,0,0.0
3,47,3898,2,39103.72863190634,53792.399999999994,0,0.0
15,54,13707,0,93431.57047960845,287847.0,1,75212.41423608479
5,62,8683,2,75788.29434820355,130245.0,0,0.0
8,40,13347,4,113635.30091458635,224229.59999999998,1,69999.34536338519
5,44,7114,1,48651.613835246826,106710.0,0,0.0
2,25,6059,4,50975.17927491169,79978.8,0,0.0
19,52,11945,0,117537.37302477623,279513.0,1,97908.63172963858
11,49,9616,1,95747.71574749205,178857.6,1,71044.8050846391
11,31,2420,4,22478.637090650784,45012.0,0,0.0
3,29,4322,2,41149.55766446517,59643.6,0,0.0
13,53,13969,1,123690.40846471864,276586.2,1,93509.94879932728
19,55,13257,1,81043.66943820137,310213.8,1,64672.848211684686
15,39,11122,4,99180.91792360487,233562.0,1,65955.31041919724
6,54,10622,4,125144.98135529351,165703.2,0,0.0
13,39,2086,2,13248.381645388432,41302.799999999996,1,9552.083166325057
18,51,7342,2,86290.62968195246,167397.6,1,65235.71603955605
18,24,11964,2,101828.00097858926,272779.2,1,76981.96873981347
1,43,4738,3,31001.18309724069,59698.8,0,0.0
11,37,3451,0,23480.039899634467,64188.6,1,18243.99100201598
16,30,6547,2,60492.08864659781,141415.2,1,44885.12977577557
1,54,11002,2,101570.00728244588,138625.2,0,0.0
19,37,7347,1,53755.79647823374,171919.8,1,42897.125589630516
8,49,8990,2,76735.14748297214,151032.0,1,52640.31117331889
19,60,10053,0,70036.51715928127,235240.19999999998,1,58340.41879368129
16,40,7265,3,58809.92170201377,156924.0,1,41578.61464332372
3,57,12149,4,95129.51476677007,167656.19999999998,0,0.0
2,58,4498,4,34824.35010389629,59373.600000000006,0,0.0
12,54,8154,2,89018.00139337349,156556.80000000002,1,63558.85299486866
10,62,13101,3,90668.74562731352,235818.0,1,60294.71584216349
2,36,8317,1,69092.34705456694,109784.40000000001,0,0.0
5,46,12980,2,84397.80778297996,194700.0,1,56124.54217568167
5,52,9994,2,115504.509223632,149910.0,0,0.0
6,63,9167,3,109160.54308439072,143005.2,0,0.0
3,37,6643,1,41779.882214580044,91673.4,0,0.0
10,30,5653,0,51372.1226705433,101754.0,1,39556.534456318346
5,27,11702,2,91471.95605564695,175530.0,0,0.0
5,51,10762,0,125684.82997958784,161430.0,1,92378.35003499706
15,61,13684,1,91725.96216401445,287364.0,1,70628.9908662911
17,63,10799,4,126598.99645490533,239737.80000000002,1,85960.71859288072
17,34,8073,0,56847.33054104938,179220.6,1,46557.96371311944
18,22,4929,4,48813.83375468787,112381.2,1,33486.289955715874
10,63,12587,1,83028.1504643104,226566.0,1,61025.69059126814
7,34,11733,4,123209.10920987805,190074.6,0,0.0
11,56,5687,4,38488.27704350695,105778.2,0,0.0
14,54,10124,2,90550.68418331271,206529.6,1,65920.89808545166
9,52,9436,2,81641.8318196798,164186.4,1,56577.78945103811
17,39,13340,4,136557.7997885256,296148.0,1,92722.74605640887
2,36,13492,1,122479.60432045553,178094.40000000002,0,0.0
17,59,4140,4,46885.69661385126,91908.0,1,31835.388000805
17,36,12951,2,122310.64567388834,287512.2,1,91610.67360974236
10,29,2590,2,26533.46688507467,46620.0,0,0.0
12,64,11982,3,96848.05455388871,230054.40000000002,1,65759.82904209044
12,52,4079,1,45521.01324808367,78316.8,1,34095.238922814664
15,35,14287,1,144359.90615262213,300027.0,1,111157.12773751903
9,42,7794,3,72034.91265723406,135615.6,0,0.0
18,28,11478,2,84739.27262801785,261698.4,1,64062.89010678148
16,57,5592,1,51077.749297693386,120787.2,1,39687.411204307755
7,60,2469,2,18926.44451224277,39997.8,0,0.0
14,47,5751,0,43837.75491927883,117320.4,1,34982.5284255845
4,57,11434,1,77020.82486838431,164649.6,0,0.0
3,36,5741,4,50259.429656125634,79225.79999999999,0,0.0
12,57,3354,0,28486.262151475818,64396.8,1,22333.22952675704
16,63,12261,3,112342.04980525057,264837.60000000003,1,79425.82921231214
4,47,4301,4,37118.41789463197,61934.399999999994,0,0.0
4,54,10072,0,108541.80771785975,145036.8,0,0.0
3,53,12704,1,98773.41159479672,175315.19999999998,0,0.0
9,37,7352,1,59264.29617246928,127924.8,1,43144.40761355764
14,22,9076,3,68693.87300880307,185150.4,1,47604.85399510053
12,22,12203,4,87723.2023796991,234297.6,1,56493.74233252622
10,42,12862,1,145208.9178554865,231516.0,1,106728.55462378259
14,36,7852,1,55623.70691563727,160180.8,1,42440.888376631236
12,49,7695,3,59012.992173409286,147744.0,1,40069.82168574491
12,56,11521,2,130044.71500985934,221203.2,1,92851.92651703957
2,27,8189,0,54808.48709289392,108094.8,0,0.0
19,28,12601,3,93299.99824904025,294863.39999999997,1,67922.39872530129
13,49,13241,3,129288.64910240988,262171.8,1,88692.01328425316
10,39,9329,2,75987.87680356634,167922.0,1,53191.51376249643
1,58,8126,3,93150.63812688454,102387.6,0,0.0
1,58,12352,1,119538.64947174692,155635.2,0,0.0
8,52,4363,2,51299.88883395386,73298.4,0,0.0
6,28,13549,3,139590.9082304213,211364.4,0,0.0
3,59,14926,4,167908.3785863774,205978.8,0,0.0
13,62,2188,4,17928.037296555787,43322.399999999994,0,0.0
12,62,5325,4,57305.892723475095,102240.0,0,0.0
16,49,14823,4,107796.77353398956,320176.8,1,72439.43181484098
11,62,6076,2,43384.74597553414,113013.6,1,30673.015404702637
4,59,13825,3,133576.490675271,199080.0,0,0.0
8,34,14335,1,122512.31841723308,240827.99999999997,1,88331.38157882505
7,33,2259,3,24256.844326547463,36595.8,0,0.0
16,47,11649,2,135996.03407785756,251618.4,1,100909.0572857703
12,36,5980,0,65149.748840882574,114816.0,1,51077.403091251945
6,40,11798,0,97742.53994390483,184048.80000000002,1,72524.96463837738
6,64,6777,0,69988.09488773932,105721.2,0,0.0
11,55,4011,4,44075.404476231786,74604.6,0,0.0
12,52,6255,1,49569.03825944658,120096.0,1,37127.20965632549
16,38,11804,3,84621.38459453413,254966.4,1,59827.31890833561
16,56,3989,3,30795.22861213653,86162.40000000001,1,21772.226628780518
16,38,14934,2,146249.159006851,322574.4,1,108516.87598308342
4,54,7530,2,68328.54030230675,108432.0,0,0.0
12,55,6040,3,69462.68567993575,115968.0,1,47165.16357667638
5,39,11681,0,121322.1251135219,175215.0,1,89171.76195843861
9,55,7460,1,75325.96779902348,129804.0,1,54837.30455768909
18,55,3077,2,26922.540299420143,70155.59999999999,1,20353.440466361626
9,46,8184,0,50271.86714149474,142401.6,1,38357.43462896048
16,27,11290,2,82814.3101857507,243864.0,1,61448.21815782701
1,63,2635,1,17094.02901548823,33201.0,0,0.0
5,25,8448,2,73424.85736327579,126720.0,0,0.0
19,59,14652,3,165668.43989899455,342856.8,1,120606.62424646803
3,43,3707,4,32764.46744881359,51156.6,0,0.0
1,41,11706,3,79223.86147414244,147495.6,0,0.0
14,46,5219,4,34633.035460732004,106467.59999999999,1,22788.53733316166
18,31,13294,1,119694.83323867549,303103.2,1,94678.6130917923
8,38,12229,2,143856.90762882578,205447.19999999998,1,98685.83863337449
14,37,12557,2,147774.44527346105,256162.8,1,107579.79615907965
13,56,4307,3,43588.81054515399,85278.59999999999,1,29901.92403397563
16,22,14664,4,95429.40101431258,316742.4,1,64128.557481618045
9,41,5832,4,50635.56452653177,101476.8,0,0.0
7,50,6759,4,77781.36481389709,109495.8,0,0.0
3,36,2874,0,33316.869946847204,39661.2,0,0.0
1,39,2623,2,18357.620956531253,33049.8,0,0.0
8,49,5677,4,35307.56296590392,95373.59999999999,0,0.0
14,37,9057,0,94075.12618664761,184762.8,1,75071.9506969448
13,37,2484,0,22024.178752231823,49183.2,1,17421.12539301537
7,32,13954,2,135052.71947288557,226054.80000000002,1,91700.7965220893
13,36,4594,0,52984.355682465786,90961.2,1,41910.62534483043
7,42,2632,0,30038.157720931133,42638.4,0,0.0
5,52,4675,3,33545.85034453397,70125.0,0,0.0
4,58,14728,0,168023.92466508978,212083.19999999998,1,122321.41715618536
4,53,3756,4,43208.02321602524,54086.4,0,0.0
6,35,10601,3,97624.86610854769,165375.6,0,0.0
14,59,2733,4,24770.50595375538,55753.2,0,0.0
3,40,8307,0,78249.69695992873,114636.59999999999,0,0.0
3,44,4931,0,53908.150868352095,68047.79999999999,0,0.0
3,58,8372,1,71585.98652291566,115533.59999999999,0,0.0
4,35,12949,0,149620.86736444736,186465.6,1,108923.99144131767
9,27,8604,4,100873.08299367284,149709.6,0,0.0
16,33,4132,4,44490.40092403219,89251.2,1,29897.54942094963
19,53,5010,2,34171.57050987405,117234.0,1,26072.908299033894
16,27,11075,2,112876.05285846654,239220.0,1,83754.03122098216
12,60,2440,3,23538.021748725663,46848.0,0,0.0
6,28,8676,4,81100.19798312197,135345.6,0,0.0
3,41,11111,4,131827.49225304983,153331.8,0,0.0
5,38,2401,1,26254.827589659417,36015.0,0,0.0
7,54,9296,2,95377.11987419437,150595.2,0,0.0
5,55,2974,2,21120.773216046393,44610.0,0,0.0
9,34,5764,1,45213.43724175728,100293.59999999999,1,32915.3823119993
15,58,10191,2,112574.2034937136,214011.0,1,82742.03956787947
6,58,5223,0,46606.355971106,81478.8,0,0.0
8,24,12996,1,124921.68880025565,218332.8,1,90068.53762498432
5,25,8132,2,49872.97579099123,121980.0,0,0.0
17,34,8635,1,60296.2872438218,191697.0,1,47272.28919915628
10,31,12525,4,96490.66371097598,225450.0,1,60789.11813791487
1,42,10088,0,107184.48085951869,127108.8,0,0.0
16,36,2993,4,27790.21677915002,64648.8,1,18675.025675588815
1,40,11094,0,66757.37029889504,139784.4,0,0.0
3,43,8533,0,87853.97328954737,117755.4,0,0.0
6,29,7206,1,81679.33326647045,112413.6,0,0.0
17,24,5108,2,40783.52477135175,113397.6,1,30546.860053742457
2,39,5024,1,54192.274169305136,66316.8,0,0.0
5,23,13953,4,125673.63705449676,209295.0,0,0.0
11,54,14709,3,170265.21349491685,273587.4,1,114418.22346858412
10,60,9233,0,63630.831938738345,166194.0,1,48995.74059282852
15,22,12984,1,134319.56282023157,272664.0,1,103426.06337157829
18,22,11831,2,89672.86022731717,269746.8,1,67792.68233185177
17,38,11815,1,105919.97166841682,262293.0,1,83041.25778803877
14,34,3694,4,43119.06221982792,75357.59999999999,0,0.0
13,54,9354,3,110538.18188910805,185209.19999999998,1,75829.19277592811
2,48,5251,1,45013.438103819135,69313.20000000001,0,0.0
12,52,5341,1,38340.79263446094,102547.20000000001,1,28717.253683211242
11,53,2029,1,21181.981418051113,37739.4,0,0.0
19,27,6949,1,73148.8094622924,162606.6,1,58372.749950909325
12,24,11472,1,105229.8879887318,220262.40000000002,1,78817.18610356012
4,50,2180,1,22286.278185765,31392.0,0,0.0
10,32,9691,1,59890.19769395256,174438.0,1,44019.29530505513
12,47,12671,0,118933.24333355912,243283.2,1,93243.66277351035
7,57,5733,2,44956.718393159405,92874.6,0,0.0
6,28,5098,1,55372.34742893457,79528.8,0,0.0
8,55,13513,3,89018.92807128205,227018.4,1,57951.32217440461
11,28,7384,2,56266.25972035641,137342.4,1,39780.24562229198
6,23,11576,0,115058.44371438271,180585.6,1,85373.36523607197
3,56,10605,3,114617.81536764292,146349.0,0,0.0
19,38,2433,3,20821.1352019049,56932.2,1,15157.786426986768
1,57,14634,2,171322.46779409805,184388.4,0,0.0
4,62,5531,0,49184.69549040554,79646.4,0,0.0
19,48,14344,0,91455.57170915199,335649.6,1,76182.4912337236
17,47,3184,3,38049.21999635127,70684.8,1,27167.143077394805
19,27,10736,1,119844.36641127875,251222.4,1,95635.80439620043
14,29,3715,3,42822.44652209346,75786.0,1,29675.95543981077
10,37,12492,0,106185.92695166593,224856.0,1,81763.16375278277
9,28,13009,2,125851.08899774642,226356.6,1,87214.80467543827
16,29,4825,3,33160.486222789936,104220.0,1,23444.46375951248
15,22,13274,1,135867.13465732473,278754.0,1,104617.69368614003
16,38,14090,0,138534.65300141458,304344.0,1,112490.13823714863
18,49,5174,3,37619.409862355,117967.2,1,27123.594510757946
10,61,14240,0,146208.8210805638,256320.0,1,112580.79223203413
3,31,6331,2,46224.993104493245,87367.79999999999,0,0.0
7,43,6937,4,74247.36770457026,112379.40000000001,0,0.0
7,61,8504,2,98223.24574356769,137764.80000000002,0,0.0
11,53,10255,2,86519.92805314384,190743.0,1,61169.58913357269
3,49,2164,2,17968.155488583867,29863.199999999997,0,0.0
18,54,13544,4,147308.6358532381,308803.2,1,101053.72419532134
12,60,14295,4,112310.87319904512,274464.0,1,72328.20234018507
17,39,3503,3,24153.68794616898,77766.6,1,17245.733193564647
9,44,8916,2,77394.33953834047,155138.4,1,53634.27730006995
5,61,13164,2,116396.76512359342,197460.0,0,0.0
18,50,8955,1,57544.153917659605,204174.0,1,45517.425748868736
9,43,6135,3,66791.76407772012,106749.0,0,0.0
13,63,2406,3,15008.035118713158,47638.799999999996,1,10295.512091437226
3,35,6301,2,69390.30513693453,86953.79999999999,0,0.0
4,63,5234,1,33449.74531036435,75369.59999999999,0,0.0
18,38,8954,2,54940.8272195072,204151.19999999998,1,41535.26537794743
15,27,4542,0,48098.71389446664,95382.0,1,38719.46468504564
6,60,10937,0,128557.29676308192,170617.2,1,95389.51419820679
9,63,9386,2,72481.41607354008,163316.4,1,50229.621338963276
11,35,3821,2,43601.358940467275,71070.6,0,0.0
13,50,11871,0,102577.16286001784,235045.8,1,81138.53582227409
4,62,5180,2,36325.64312048524,74592.0,0,0.0
15,34,11190,0,131062.3235029509,234990.0,1,105505.17041987546
17,57,2361,4,28066.477053224844,52414.200000000004,1,19057.13791913967
12,61,7916,4,77868.80724532391,151987.2,1,50147.51186598861
6,51,3184,1,22513.212494990094,49670.4,0,0.0
7,43,5935,2,67355.8761625958,96147.0,0,0.0
17,40,10280,0,88497.44535074988,228216.0,1,72479.40774226414
11,23,3317,3,36542.11770272423,61696.200000000004,0,0.0
12,41,4049,3,31542.922994006265,77740.8,1,21417.644712930254
13,44,7625,0,54488.44239853667,150975.0,1,43100.3579372425
1,44,4228,3,42590.01892751678,53272.8,0,0.0
18,44,10635,4,113391.67797346403,242478.0,1,77786.69108979631
19,41,10957,1,74721.49699679721,256393.8,1,59627.75460344417
11,49,7058,2,47609.35947826168,131278.80000000002,1,33659.81715113101
18,54,3962,1,43933.20231279176,90333.59999999999,1,34751.163029418276
10,49,13487,4,107581.54027042481,242766.0,1,67776.37037036763
6,34,9786,3,112010.62256393378,152661.6,0,0.0
2,24,7859,4,82654.34782147364,103738.8,0,0.0
5,47,2285,2,26109.409079543602,34275.0,0,0.0
10,25,2126,2,20896.294935005266,38268.0,0,0.0
15,39,13199,4,148601.39176610924,277179.0,1,98819.92552446264
14,32,2327,2,22282.40036607891,47470.799999999996,1,16221.587466505445
6,61,13577,2,154296.82518779457,211801.2,1,103687.46652619795
14,29,3860,1,34750.12569331301,78744.0,1,26514.34590399783
14,25,9260,0,107218.04893019977,188904.0,1,85560.00304629943
12,60,8496,2,84991.64314509465,163123.2,1,60684.03320559758
4,38,9138,1,81573.76653237033,131587.19999999998,0,0.0
12,35,9001,2,78134.73195856642,172819.2,1,55788.19861841643
17,42,6959,0,80853.42226682817,154489.80000000002,1,66218.95283653226
19,29,4725,4,53918.28597597969,110565.0,1,37365.37218135392
16,26,14984,0,102266.79126955487,323654.4,1,83040.63451087853
18,53,13102,2,81630.66379452315,298725.6,1,61712.78182865949
6,38,3585,3,37366.847594626306,55926.0,0,0.0
9,29,12650,3,150049.2411489236,220110.0,1,98732.40067599174
19,59,14963,0,143519.12568972356,350134.2,1,119551.43169953971
12,56,12694,3,121391.52687300724,243724.80000000002,1,82424.84674677193
11,24,11677,0,81723.05911668978,217192.2,1,63498.816933667964
16,62,12789,0,112375.62860770477,276242.4,1,91249.01042945625
2,41,12010,1,79253.93734679566,158532.0,0,0.0
18,36,7809,0,89928.82598152025,178045.19999999998,1,74281.21026073572
6,64,8347,4,78738.82863536506,130213.20000000001,0,0.0
5,50,6450,0,70745.81512642473,96750.0,0,0.0
9,55,3176,1,21354.992757842196,55262.4,0,0.0
13,51,12549,4,124300.83624051415,248470.19999999998,1,80919.8443925747
7,37,2981,2,27846.841250681846,48292.200000000004,0,0.0
1,38,4570,3,28886.529947239316,57582.0,0,0.0
10,39,5694,4,60652.63322884824,102492.0,0,0.0
18,64,12242,0,130740.3131953286,279117.6,1,107991.4986993414
12,47,12209,2,93806.82470048589,234412.80000000002,1,66978.07283614692
3,25,13639,1,158877.65561063465,188218.19999999998,0,0.0
5,34,3210,2,29283.75830943435,48150.0,0,0.0
14,32,11960,1,91163.08017468352,243984.0,1,69557.43017328353
15,45,8584,3,52804.27858674436,180264.0,1,36962.99501072104
12,43,14183,0,162762.6421144361,272313.60000000003,1,127605.91141771791
4,47,6093,4,69932.9391272672,87739.2,0,0.0
16,40,11331,4,88202.71684535831,244749.6,1,59272.22572008078
11,51,9386,2,106226.14012598136,174579.6,1,75101.88106906881
4,42,12637,0,81110.68609437098,181972.8,1,59048.57947670207
6,53,7941,0,87126.69439124214,123879.6,0,0.0
16,63,4248,2,41857.68342939467,91756.8,1,31058.401104610835
2,56,9217,0,97392.69596525563,121664.40000000001,0,0.0
13,52,6363,2,49842.603517159165,125987.4,1,35936.51713587175
8,64,7063,0,51799.016158886145,118658.4,1,39160.056216117926
12,58,6713,1,71150.89698158707,128889.6,1,53292.02183920872
6,55,8778,2,95772.40234478717,136936.80000000002,0,0.0
3,39,10634,4,68177.64741090413,146749.19999999998,0,0.0
15,31,5089,4,60047.16215685083,106869.0,1,39931.3628343058
8,55,13383,0,81114.29650964012,224834.4,1,61322.40816128793
2,39,14415,0,88003.22140477298,190278.00000000003,1,62834.3000830079
16,59,2775,2,32436.101600293838,59940.0,1,24067.58738741802
13,42,12816,4,153523.80941630283,253756.8,1,99943.99993001313
1,25,13975,2,94165.30017618774,176085.0,0,0.0
11,47,6181,3,40630.3237642158,114966.6,1,27303.577569553017
1,45,5991,1,46677.9375903473,75486.6,0,0.0
8,23,10397,2,79434.43156273925,174669.59999999998,1,54492.02005203912
2,58,4582,3,36874.53793569326,60482.4,0,0.0
13,42,13045,2,113115.65358844733,258291.0,1,81556.38623727049
2,33,6144,1,37015.040258743604,81100.8,0,0.0
4,49,2165,1,23778.209191900183,31176.0,0,0.0
2,53,8809,0,70131.9881278226,116278.8,0,0.0
13,26,13746,3,122633.09846504321,272170.8,1,84126.30554701961
4,22,8421,4,54820.05619524135,121262.4,0,0.0
15,43,3699,2,22475.828393552045,77679.0,1,16519.733869260748
12,57,8434,1,76827.64203593302,161932.80000000002,1,57543.90388491384
12,52,12749,3,101371.55447087763,244780.80000000002,1,68831.28548572591
5,37,3005,4,29449.928497100533,45075.0,0,0.0
10,27,7483,0,86423.21011120644,134694.0,1,66545.87178562896
2,59,11453,1,70904.48798266347,151179.6,0,0.0
8,43,4759,2,55004.75793412157,79951.2,0,0.0
5,60,4502,3,41935.01550058774,67530.0,0,0.0
8,37,11136,1,96589.29864363783,187084.8,1,69640.88432206288
13,54,8733,4,96781.72837242356,172913.4,1,63004.90517044773
13,31,3684,2,37160.04591844521,72943.2,1,26792.393107198994
15,31,12339,1,143075.1831427076,259119.0,1,110167.89101988482
15,44,9059,0,67318.88080198636,190239.0,1,54191.699045599016
11,59,9479,0,80570.45708032115,176309.4,1,62603.24515140954
10,30,11679,3,119016.6970658954,210222.0,1,79146.10354882044
6,23,4985,0,32503.43203373192,77766.0,0,0.0
5,28,3121,4,26904.822437608,46815.0,0,0.0
5,23,10806,0,125399.73914050793,162090.0,0,0.0
8,45,12951,2,134451.81643925243,217576.8,1,92233.94607732719
1,32,13677,2,146824.7415933016,172330.2,0,0.0
2,34,8389,4,90379.30846694557,110734.8,0,0.0
17,41,5786,3,67907.33001505451,128449.20000000001,1,48485.83363074892
7,37,6461,2,74119.03086736955,104668.20000000001,0,0.0
9,32,3827,3,26137.708528629166,66589.8,0,0.0
4,29,11153,1,93656.57344778499,160603.19999999998,0,0.0
7,26,5675,4,67499.16767149886,91935.0,0,0.0
10,41,13306,3,138985.31486208245,239508.0,1,92425.23438328484
16,64,4080,1,42519.20655840894,88128.0,1,33037.42349588374
10,36,6202,2,59008.52673426519,111636.0,1,41305.96871398563
7,38,13213,4,137536.71546886483,214050.6,0,0.0
2,63,7713,0,77062.81096093432,101811.6,0,0.0
2,53,6038,1,59158.64284832384,79701.6,0,0.0
8,34,13694,1,152725.93011912683,230059.19999999998,1,110115.39561589043
14,64,9239,1,100495.37745278457,188475.6,1,76677.97299647462
18,35,2735,0,24553.978428071285,62358.0,1,20281.586181586878
1,43,6647,2,56488.427793644994,83752.2,0,0.0
17,30,14667,0,98788.39338865232,325607.4,1,80907.69418530623
17,49,13826,3,96919.52308785671,306937.2,1,69200.5394847297
5,43,8513,3,53361.34039124026,127695.0,0,0.0
16,34,12501,0,135768.3042014422,270021.60000000003,1,110243.86301157104
7,55,5541,1,36251.0535115043,89764.20000000001,0,0.0
15,39,2175,1,23568.446557775253,45675.0,1,18147.70384948694
19,47,5160,4,59731.629163026315,120744.0,1,41394.01900997723
2,25,9513,3,64277.35439945039,125571.6,0,0.0
16,49,12636,4,107748.99384993521,272937.60000000003,1,72407.32386715646
9,32,12238,2,123653.40478715624,212941.19999999998,1,85691.80951749926
18,38,11249,0,73306.02790585421,256477.19999999998,1,60550.77905023557
10,28,8259,0,54325.592313951696,148662.0,1,41830.70608174281
4,29,12558,3,134706.32766578603,180835.19999999998,0,0.0
2,34,10218,0,101933.74912267619,134877.6,0,0.0
14,39,13483,1,141287.98934764022,275053.2,1,107802.73587224948
1,56,11696,1,93879.31847439114,147369.6,0,0.0
8,45,3963,1,31016.41735775789,66578.4,0,0.0
11,35,8571,0,100861.28324901448,159420.6,1,78369.21708448426
1,39,10533,2,115731.17571814693,132715.80000000002,0,0.0
5,63,6450,4,41217.376601702206,96750.0,0,0.0
13,25,7338,2,86052.21906440887,145292.4,1,62043.64994543878
17,27,11855,1,136635.12257147767,263181.0,1,107121.93609603847
10,64,9027,1,77407.20286875895,162486.0,1,56894.294108537826
7,55,4859,1,50009.90384745419,78715.8,0,0.0
13,46,5366,1,45530.21739051977,106246.79999999999,1,34420.84434723294
4,54,10839,4,69475.96670691017,156081.6,0,0.0
13,22,12025,3,140584.19143687497,238095.0,1,96440.75532569621
1,46,6486,4,38985.28976654017,81723.6,0,0.0
11,38,5637,2,51998.587254632475,104848.2,1,36763.001189025155
9,48,4398,1,27992.171641646284,76525.2,1,20378.300955118495
13,58,2223,2,13880.718542531395,44015.399999999994,1,10007.998069165134
11,59,11510,2,121118.72896924512,214086.0,1,85630.9413812563
8,41,8197,4,55212.088559332944,137709.59999999998,0,0.0
7,55,10063,0,62256.64954695049,163020.6,1,46630.23051066591
15,24,8829,4,69916.28181099417,185409.0,1,46494.327404311116
15,31,11031,2,104477.73430937294,231651.0,1,76791.1347173891
12,55,14220,0,109414.00548467338,273024.0,1,85780.58029998394
17,44,8789,1,61179.69683088164,195115.80000000002,1,47964.882315411196
6,33,12971,2,103151.75715744874,202347.6,1,69317.98080980555
13,40,11600,2,76614.21278698127,229680.0,1,55238.84741941348
16,64,12018,4,122047.49074273462,259588.80000000002,1,82015.91377911766
1,53,14084,0,89453.20632685753,177458.4,0,0.0
13,52,9554,4,89329.5984586366,189169.19999999998,1,58153.56859657242
7,23,10715,1,78965.53000031394,173583.0,1,56381.38842022415
13,50,10407,2,93392.35772713057,206058.59999999998,1,67335.88992126113
7,60,5201,1,40306.89505629823,84256.20000000001,0,0.0
8,42,9379,4,74486.54427509604,157567.19999999998,0,0.0
18,38,10563,4,98124.39476432186,240836.4,1,67313.33480832478
17,56,4954,3,56527.13796526039,109978.8,1,40360.37650719592
16,23,9922,4,77458.5658115963,214315.2,1,52052.156225392704
17,39,8466,1,92078.07187508687,187945.2,1,72189.20835006809
8,28,3767,2,25671.395298160503,63285.6,0,0.0
7,49,13265,4,136182.35818934572,214893.0,0,0.0
18,26,13065,4,154066.51878634008,297882.0,1,105689.63188742928
4,55,8484,0,72851.73208495666,122169.59999999999,0,0.0
2,48,12877,4,98398.07237705243,169976.40000000002,0,0.0
16,40,13344,2,116842.89722371029,288230.4,1,86697.42973999301
18,49,9284,3,104867.50078729486,211675.19999999998,1,75609.46806763957
8,55,6146,4,57307.3977592984,103252.79999999999,0,0.0
14,26,14516,3,142371.31233419472,296126.39999999997,1,98663.31944759694
18,58,8452,1,55497.872090940764,192705.59999999998,1,43898.81682393414
19,51,6231,2,54454.90840760755,145805.4,1,41549.09511500456
4,45,2974,3,18817.663441962643,42825.6,0,0.0
14,58,5634,0,63601.65841748315,114933.59999999999,1,50754.12341715155
2,40,14280,2,138175.79581394105,188496.00000000003,0,0.0
17,40,2670,0,22488.217765202913,59274.0,1,18417.850349701184
6,41,3577,4,22236.000130498956,55801.200000000004,0,0.0
8,53,7846,2,58850.228023419244,131812.8,0,0.0
16,34,14602,0,120494.99040900962,315403.2,1,97841.9322121158
1,49,10216,2,101684.89572620562,128721.6,0,0.0
18,61,6830,1,55377.44227226531,155724.0,1,43803.55683736185
3,40,6846,1,79913.3310317291,94474.79999999999,0,0.0
18,38,9349,0,103401.30498500056,213157.19999999998,1,85409.47791761046
10,45,7827,2,85540.67016682851,140886.0,1,59878.469116779954
2,37,4016,3,32034.262899169622,53011.200000000004,0,0.0
19,38,6936,4,80052.15556399051,162302.4,1,55476.14380584542
11,24,3477,0,36066.317784708815,64672.200000000004,1,28023.52891871875
19,39,8481,0,61262.304467336326,198455.4,1,51031.49962129115
3,35,7497,0,47364.52550530115,103458.59999999999,0,0.0
10,64,13773,1,149716.44537133112,247914.0,1,110041.58734792836
16,24,4712,1,48151.11901029975,101779.2,1,37413.4194710029
3,46,11341,0,112466.48757746008,156505.8,0,0.0
19,28,11309,1,101610.42680423272,264630.6,1,81085.1205897777
7,60,3327,0,35974.09417602209,53897.4,0,0.0
17,46,4065,0,39788.74954883427,90243.0,1,32586.98588049526
8,38,13720,4,136000.62226293146,230495.99999999997,1,83776.38331396578
3,33,5171,2,38547.54385262467,71359.79999999999,0,0.0
7,28,5264,3,38515.47671267546,85276.8,0,0.0
10,49,5636,0,36557.53593491394,101448.0,1,28149.302669883735
19,55,13586,4,135158.93166603643,317912.39999999997,1,93665.13964456323
15,48,11551,1,95745.79472561298,242571.0,1,73724.26193872199
15,48,3610,4,27219.286262320118,75810.0,1,18100.825364442877
5,56,13425,0,98376.05424132392,201375.0,1,72306.39986737308
3,26,2536,2,21247.34550310723,34996.799999999996,0,0.0
3,29,5267,1,33920.069091067795,72684.59999999999,0,0.0
4,35,13553,3,120676.53175530542,195163.19999999998,0,0.0
15,38,9400,4,89511.38806331565,197400.0,1,59525.0730621049
16,56,6006,0,50978.16252279433,129729.6,1,41394.26796850898
5,43,3701,1,41045.2842821672,55515.0,0,0.0
8,33,4495,4,45713.97464203576,75516.0,0,0.0
10,25,12007,1,128444.2802651754,216126.0,1,94406.54599490392
2,33,4007,2,42066.883510226435,52892.4,0,0.0
14,47,2063,3,13538.832462654273,42085.2,1,9382.41089661941
5,55,11205,1,91591.08638913202,168075.0,1,64113.76047239241
7,56,3308,0,21739.40575167507,53589.600000000006,0,0.0
11,50,5719,2,49950.77906721716,106373.40000000001,1,35315.20080052253
3,52,12878,0,117063.83609779988,177716.4,1,84403.02582651371
12,23,2983,1,22805.04744095102,57273.600000000006,1,17080.98053327231
14,55,11225,4,81005.21520383103,228990.0,1,53301.43160412083
